Name,Enthalpy,vDW,HBD,HBA,Lost Water entropy,Side chain conformational entropy
ZINC20930311,311.46,298.287,2.3314,10.8417,42.0,-13.620000000000001
ZINC07400412,311.465,241.992,36.8639,32.6096,27.0,-15.85
BDB5451,311.519,301.392,5.4865,4.63998,51.0,-14.16
ZINC01058176,311.539,69.3864,43.9733,198.18,45.0,-13.36
ZINC20091593,311.564,132.198,2.83397,176.532,69.0,-16.41
ZINC03939259,311.668,158.706,-1.1264,154.089,57.0,-10.96
ZINC26764358,311.694,170.831,68.6739,72.1886,36.0,-10.44
ZINC21899611,311.696,311.113,-1.18359,1.76715,27.0,-12.8
ZINC00672798,311.698,295.681,-4.81533,20.832,51.0,-15.46
ZINC09941797,311.736,308.141,0.53483,3.05992,42.0,-16.03
ZINC31855696,311.736,105.955,94.0054,111.776,57.0,-13.34
ZINC26410845,311.821,202.967,11.3257,97.5283,69.0,-14.040000000000001
ZINC31670769,311.827,311.625,-5.14069,5.34322,78.0,-17.48
BDB13913,311.853,292.178,19.8837,-0.209309,84.0,-16.12
ZINC04840135,311.891,153.88,-1.43349,159.445,36.0,-14.870000000000001
ZINC30749136,311.915,277.164,-2.25724,37.0078,54.0,-13.61
ZINC18058858,311.93,314.198,-1.5283,-0.73963,48.0,-15.71
ZINC20909845,311.986,225.736,89.4763,-3.2263,84.0,-13.74
ZINC30594800,312.025,314.604,-1.38109,-1.19786,60.0,-14.32
ZINC16923173,312.039,297.822,-1.54814,15.7648,48.0,-12.5
ZINC25113432,312.16,276.675,10.1943,25.2913,33.0,-14.11
ZINC07098927,312.275,315.612,0,-3.33687,30.0,-14.56
ZINC11874194,312.326,291.082,25.0616,-3.81746,36.0,-12.47
ZINC15669728,312.392,315.769,-1.59059,-1.78608,21.0,-11.84
ZINC20923200,312.403,224.16,89.415,-1.17271,30.0,-5.39
ZINC15669728,312.421,215.12,23.2803,74.0203,63.0,-12.89
ZINC14056947,312.544,170.573,142.884,-0.91355,54.0,-13.47
ZINC21326306,312.566,310.755,1.17455,0.636021,30.0,-16.78
BDB13906,312.587,199.742,92.1752,20.6694,60.0,-13.82
ZINC09113910,312.593,316.052,-1.63505,-1.8249,42.0,-12.38
ZINC18185425,312.78,321.397,-4.10726,-4.51001,39.0,-15.06
ZINC20923200,312.804,317.942,-0.530173,-4.60736,63.0,-10.96
ZINC21447610,312.806,251.366,32.563,28.8766,36.0,-9.83
ZINC26674554,312.824,306.519,-3.19468,9.49998,45.0,-11.48
ZINC01058176,312.834,24.5113,45.3902,242.932,51.0,-11.27
ZINC04911277,312.852,169.937,-0.601463,143.517,54.0,-14.66
ZINC09929013,312.853,246.367,-2.23864,68.725,48.0,-12.120000000000001
ZINC27545351,312.858,276.559,1.91153,34.3875,66.0,-17.900000000000002
ZINC22468849,312.943,316.215,-2.30917,-0.96266,69.0,-19.53
ZINC10176524,312.945,279.47,-5.92255,39.3977,48.0,-17.77
ZINC30801296,312.946,312.539,9.66642,-9.25941,51.0,-11.94
ZINC22578388,312.973,153.687,-0.869269,160.155,27.0,-4.1
BDB5452,312.974,314.204,0.148431,-1.37874,36.0,-13.94
ZINC09015506,312.995,314.085,1.91041,-2.99998,39.0,-11.97
ZINC04927456,313.066,327.047,-4.22294,-9.75801,54.0,-13.23
ZINC23420152,313.084,325.787,-3.68245,-9.02036,48.0,-14.16
ZINC05842609,313.094,241.214,-3.52045,75.4006,27.0,-11.77
ZINC20834808,313.097,308.232,7.70584,-2.84103,75.0,-12.21
ZINC27864976,313.107,318.112,-1.20673,-3.79777,27.0,-14.120000000000001
ZINC15669728,313.143,321.101,-5.27952,-2.67908,51.0,-11.6
ZINC10716126,313.15,316.393,1.14433,-4.38763,39.0,-9.51
ZINC14267627,313.214,314.074,-0.860169,0,48.0,-13.89
ZINC04698123,313.226,312.17,9.50271,-8.44715,45.0,-16.12
ZINC15434705,313.234,266.506,16.8354,29.8921,48.0,-14.530000000000001
ZINC28848633,313.343,41.8885,234.172,37.283,84.0,-19.27
ZINC02964465,313.363,310.179,15.3112,-12.1266,60.0,-11.97
ZINC31756298,313.379,309.285,-0.744153,4.83741,48.0,-15.26
ZINC14902286,313.383,315.7,-1.37457,-0.942477,27.0,-13.6
ZINC17127289,313.402,83.7542,-1.99497,231.643,48.0,-14.4
ZINC05842609,313.426,210.699,-1.9175,104.644,36.0,-9.120000000000001
ZINC10247210,313.426,326.754,-3.52496,-9.80313,60.0,-18.17
ZINC02618726,313.437,253.809,25.239,34.3891,39.0,-11.97
ZINC13706662,313.478,319.37,-3.96372,-1.92873,42.0,-10.47
ZINC09295543,313.493,191.627,53.2582,68.6075,57.0,-11.91
ZINC28604365,313.495,202.396,23.7982,87.3015,48.0,-14.18
ZINC31467281,313.513,87.9534,-3.59921,229.159,36.0,-9.540000000000001
ZINC21554592,313.56,267.695,26.6677,19.1968,39.0,-13.72
ZINC13647820,313.577,191.959,123.16,-1.54219,69.0,-19.37
ZINC23420152,313.579,233.591,-5.42571,85.4134,69.0,-17.32
ZINC10509164,313.587,196.146,120.178,-2.73711,42.0,-11.41
ZINC31843170,313.638,321.249,-2.67006,-4.94103,24.0,-10.59
ZINC12290721,313.694,286.496,-3.49784,30.6968,51.0,-10.68
ZINC28291742,313.806,142.546,83.7993,87.4613,57.0,-16.65
ZINC24880873,313.828,316.928,-2.06714,-1.03239,39.0,-14.280000000000001
ZINC27864976,313.857,285.95,-5.18779,33.0942,54.0,-15.040000000000001
ZINC04911277,313.86,158.717,-0.131497,155.275,39.0,-14.65
ZINC21326306,313.908,253.009,30.7642,30.1352,42.0,-12.11
ZINC26606200,313.945,227.082,-2.0417,88.9039,51.0,-11.72
BDB5450,314.019,304.948,1.41613,7.65519,69.0,-20.48
ZINC01100260,314.06,6.46557,123.173,184.421,54.0,-16.71
ZINC29062169,314.083,319.361,-4.32922,-0.948946,48.0,-18.47
ZINC31405990,314.084,73.5788,-2.03071,242.536,33.0,-14.86
ZINC23473809,314.097,142.912,16.3417,154.843,36.0,-13.11
ZINC21916740,314.101,155.598,-9.74996,168.253,51.0,-13.61
ZINC26747564,314.136,42.4191,-0.747051,272.464,60.0,-13.66
ZINC28938905,314.145,194.03,11.7472,108.368,63.0,-11.63
ZINC04063956,314.15,307.638,12.0053,-5.49292,51.0,-7.63
ZINC09295543,314.172,79.0848,0.156291,234.931,48.0,-14.84
ZINC12818621,314.172,175.339,50.6359,88.1976,78.0,-19.25
ZINC25245897,314.201,127.867,98.1746,88.159,45.0,-10.61
ZINC21662203,314.207,225.949,-4.27438,92.533,45.0,-18.77
ZINC15910186,314.216,126.442,43.3103,144.464,45.0,-12.200000000000001
ZINC21899611,314.222,324.837,-6.08541,-4.52972,39.0,-11.83
ZINC11054886,314.289,241.938,32.5142,39.8367,45.0,-12.71
ZINC26764358,314.289,79.9128,89.8766,144.5,57.0,-16.05
ZINC09015506,314.319,305.376,3.95417,4.98861,45.0,-11.83
ZINC23298889,314.34,170.126,52.8896,91.3247,45.0,-10.83
ZINC09703080,314.403,303.776,5.95372,4.67374,18.0,-8.64
ZINC20290348,314.419,318.312,-2.50621,-1.38659,48.0,-13.05
ZINC22179703,314.549,302.621,17.3739,-5.446,57.0,-11.83
ZINC03376318,314.554,215.351,59.8708,39.3321,75.0,-13.44
ZINC24816694,314.587,319.408,-3.08712,-1.73343,60.0,-15.91
ZINC21447610,314.679,235.433,29.5418,49.7034,39.0,-13.49
ZINC16864107,314.685,273.201,52.4468,-10.9632,51.0,-12.8
ZINC15434705,314.762,332.6,-8.24862,-9.58883,57.0,-14.81
ZINC26606200,314.782,244.354,74.5698,-4.14247,42.0,-12.84
ZINC09669156,314.786,230.836,-1.6468,85.5971,39.0,-14.8
ZINC04743451,314.824,192.91,12.4793,109.435,39.0,-17.04
ZINC15406537,314.89,262.022,-1.70108,54.5687,42.0,-11.700000000000001
ZINC18065318,314.932,317.415,-0.79854,-1.68499,27.0,-8.91
ZINC22526596,314.943,279.016,-2.45979,38.3869,36.0,-10.290000000000001
ZINC11227620,314.944,301.197,-3.75818,17.5046,36.0,-15.450000000000001
ZINC19324236,314.965,114.406,20.5587,180,60.0,-9.14
ZINC21736574,314.977,156.59,101.901,56.4859,51.0,-15.030000000000001
ZINC02802850,315.006,313.486,-6.79755,8.31767,57.0,-13.58
ZINC04840135,315.02,321.158,-0.803281,-5.33432,36.0,-14.19
ZINC18943128,315.059,232.612,86.007,-3.55928,60.0,-13.950000000000001
ZINC31843170,315.107,322.873,-2.74194,-5.02452,24.0,-10.59
ZINC31843170,315.145,322.945,-2.75665,-5.044,24.0,-10.59
ZINC31843170,315.15,322.914,-2.74174,-5.02249,24.0,-10.59
ZINC07719367,315.164,130.803,35.65,148.711,30.0,-14.26
ZINC20717172,315.188,148.04,84.2319,82.9167,36.0,-16.56
ZINC31476939,315.27,179.362,64.4116,71.497,39.0,-15.9
ZINC31167295,315.331,125.165,-9.79838,199.964,69.0,-17.59
ZINC23189181,315.445,281.28,-2.33209,36.4971,27.0,-12.94
ZINC31410065,315.457,271.587,-4.09048,47.9606,33.0,-9.57
ZINC01378446,315.536,316.414,6.11076,-6.98904,45.0,-16.53
ZINC25661058,315.587,194.88,12.0753,108.632,24.0,-12.64
ZINC30616856,315.622,290.675,20.5728,4.37404,33.0,-11.05
ZINC09509020,315.627,276.949,35.4162,3.26208,66.0,-14.85
ZINC31035126,315.689,122.296,34.0628,159.33,60.0,-15.610000000000001
ZINC21361355,315.695,320.881,-0.246444,-4.94,39.0,-11.65
ZINC22179703,315.706,303.975,17.1653,-5.43421,57.0,-11.83
ZINC27748595,315.719,275.978,6.4744,33.2659,60.0,-14.77
ZINC06009404,315.756,312.577,-0.153632,3.33256,33.0,-15.63
ZINC21048332,315.764,311.437,2.6437,1.68331,36.0,-11.99
ZINC31843170,315.812,323.634,-2.76564,-5.05608,24.0,-10.59
ZINC31843170,315.82,297.251,9.6575,8.9113,39.0,-16.22
ZINC14566381,315.834,301.273,-3.13067,17.6924,33.0,-13.36
ZINC20468799,315.861,180.628,101.502,33.7302,39.0,-12.39
ZINC02407821,315.929,80.6621,92.1496,143.118,45.0,-11.67
ZINC20425160,315.933,325.951,-2.27371,-7.74487,36.0,-18.150000000000002
ZINC28368352,315.953,218.289,97.7392,-0.0751123,39.0,-16.92
BDB5459,315.99,279.979,37.3244,-1.31326,42.0,-15.91
ZINC25853084,315.991,86.6405,-1.87911,231.23,63.0,-17.830000000000002
ZINC18323311,316.013,305.921,4.81812,5.27305,36.0,-11.44
ZINC02407821,316.051,74.3701,119.666,122.015,48.0,-13.55
ZINC26035308,316.066,324.322,-0.351478,-7.90451,45.0,-12.84
ZINC31843170,316.102,323.898,-4.46702,-3.32916,54.0,-12.11
ZINC23189181,316.109,320.985,-1.57737,-3.29915,24.0,-15.31
ZINC23189181,316.122,321.874,-2.22578,-3.52555,30.0,-11.96
ZINC18185425,316.125,227.48,-0.234665,88.8799,39.0,-10.67
ZINC29747456,316.153,334.157,-10.431,-7.57286,48.0,-15.32
ZINC21841837,316.179,319.869,1.16281,-4.85293,45.0,-13.790000000000001
ZINC27864976,316.25,310.844,0.821432,4.58486,42.0,-13.82
ZINC02672067,316.263,292.242,-6.10548,30.1266,54.0,-15.73
ZINC15307247,316.265,328.7,-4.2047,-8.23004,36.0,-18.87
ZINC09941797,316.277,287.689,8.5867,20.0011,54.0,-16.21
ZINC29344961,316.282,284.779,19.9098,11.5933,30.0,-12.58
ZINC22866545,316.311,318.06,1.19047,-2.94008,42.0,-13.22
ZINC20880665,316.341,143.449,81.5714,91.3204,66.0,-18.400000000000002
ZINC27673753,316.394,140.926,-3.61707,179.085,60.0,-15.09
ZINC31756298,316.443,211.889,-0.950019,105.503,48.0,-17.900000000000002
ZINC30957050,316.488,314.551,-5.272,7.20866,72.0,-17.740000000000002
BDB5451,316.528,317.875,0.0843961,-1.43134,33.0,-13.94
ZINC27189408,316.532,250.1,75.1167,-8.68453,39.0,-15.74
ZINC31606199,316.59,223.998,-2.56209,95.1536,30.0,-16.65
ZINC14267627,316.64,317.595,-0.954405,0,33.0,-11.26
ZINC06718665,316.641,330.173,-9.70798,-3.82381,57.0,-20.35
ZINC15984349,316.643,324.746,-3.14105,-4.96213,54.0,-15.27
ZINC01961255,316.653,284.832,-11.0573,42.8788,54.0,-16.13
BDB13901,316.654,326.634,-4.88504,-5.09555,36.0,-8.43
BDB5448,316.659,307.132,5.2366,4.29102,39.0,-12.34
ZINC27499545,316.663,304.042,18.3515,-5.73054,48.0,-10.06
ZINC27749238,316.683,44.8466,-11.2262,283.062,69.0,-10.89
ZINC15434705,316.718,258.759,9.34243,48.6162,39.0,-11.97
ZINC28816991,316.719,223.399,-4.31141,97.6307,33.0,-15.33
ZINC31916306,316.729,298.932,20.6563,-2.85992,39.0,-11.63
ZINC03995744,316.744,321.997,1.97684,-7.22967,30.0,-8.11
ZINC30623883,316.781,233.787,-2.51951,85.5142,27.0,-13.3
ZINC21736574,316.812,312.479,-1.29787,5.63079,18.0,-9.09
ZINC31904325,316.831,274.377,20.7834,21.6703,45.0,-12.67
ZINC21006552,316.893,321.969,-1.27295,-3.80299,36.0,-17.61
ZINC29302899,316.944,314.639,-1.48885,3.79308,57.0,-14.14
ZINC04840135,317.003,320.855,-0.814091,-3.03796,15.0,-10.99
ZINC11956661,317.005,342.827,-10.2934,-15.5286,69.0,-18.72
ZINC14847561,317.009,287.503,-2.17769,31.6841,39.0,-16.07
ZINC23298889,317.012,144.344,86.9314,85.7362,51.0,-13.700000000000001
ZINC06009404,317.024,184.647,139.11,-6.73272,39.0,-12.82
ZINC29298484,317.113,310.401,-13.2301,19.9426,54.0,-14.620000000000001
ZINC02332372,317.139,319.505,-2.36564,0,45.0,-11.620000000000001
ZINC24136237,317.197,314.617,0.550701,2.0295,63.0,-15.57
ZINC18065318,317.203,217.69,101.513,-2.00086,69.0,-13.92
ZINC24572360,317.206,305.87,14.2848,-2.94842,48.0,-10.86
ZINC29812139,317.218,319.794,-1.64314,-0.932971,18.0,-10.1
ZINC23463036,317.224,318.649,-0.188323,-1.23714,30.0,-11.5
ZINC09669156,317.225,143.62,89.2288,84.3766,33.0,-15.24
ZINC04236720,317.258,323.764,-7.6809,1.17564,57.0,-17.23
ZINC28250348,317.263,325.632,-3.44859,-4.92057,24.0,-19.16
BDB13900,317.275,327.255,-4.88541,-5.09451,36.0,-8.43
ZINC10197754,317.344,296.413,21.4808,-0.549225,63.0,-18.8
ZINC31843170,317.391,312.974,2.96799,1.44834,39.0,-15.14
ZINC31410065,317.406,273.175,-1.40338,45.6344,63.0,-11.32
ZINC25782886,317.407,324.298,0.613617,-7.50464,57.0,-15.6
ZINC16644882,317.41,282.898,37.7717,-3.25917,54.0,-14.870000000000001
ZINC02662101,317.459,322.989,-3.20432,-2.32559,78.0,-14.96
ZINC13548242,317.572,241.544,32.0972,43.9309,60.0,-15.950000000000001
ZINC29982815,317.574,332.119,-5.80534,-8.73963,78.0,-17.61
ZINC06364889,317.61,113.029,-2.74673,207.327,57.0,-14.58
ZINC14656591,317.66,277.725,21.0497,18.886,33.0,-14.55
ZINC18058858,317.689,113.081,-6.45127,211.059,48.0,-9.41
ZINC04899398,317.703,122.771,109.117,85.8148,54.0,-14.25
ZINC15968013,317.768,310.022,9.53948,-1.79347,48.0,-11.700000000000001
BDB5460,317.812,324.459,-5.12688,-1.51986,42.0,-16.18
ZINC26697514,317.826,245.275,72.5512,0,54.0,-15.41
ZINC14258569,317.838,328.622,-4.63309,-6.15147,51.0,-14.81
ZINC26617169,317.887,221.6,30.0508,66.2355,51.0,-11.200000000000001
ZINC18065318,317.914,314.97,-0.248565,3.19304,45.0,-11.61
BDB5460,317.942,319.594,-0.954798,-0.697496,60.0,-13.34
ZINC09113910,317.952,325.332,-3.12522,-4.25454,36.0,-13.36
BDB13906,317.967,205.783,9.96334,102.22,60.0,-16.28
ZINC04229672,317.981,312.579,-3.51521,8.91645,33.0,-13.64
ZINC28951507,317.99,309.084,-3.55931,12.4653,51.0,-12.64
BDB13916,318.044,331.04,-5.68575,-7.31053,78.0,-14.91
ZINC26748514,318.099,194.407,-3.57049,127.262,33.0,-15.17
ZINC14267627,318.164,319.073,-0.908296,0,24.0,-10.94
ZINC22849608,318.19,207.611,119.697,-9.1181,57.0,-18.78
ZINC27928143,318.238,330.597,-5.48782,-6.87198,66.0,-12.870000000000001
BDB5448,318.287,319.69,0.0517801,-1.45483,33.0,-12.86
ZINC15972157,318.342,277.217,37.398,3.72666,54.0,-14.68
ZINC18811785,318.367,293.494,-0.814421,25.6875,39.0,-11.23
ZINC31670769,318.369,287.804,-4.02921,34.5944,72.0,-16.77
BDB13902,318.4,324.793,-3.37441,-3.01873,51.0,-12.34
ZINC15951912,318.409,336.68,-10.538,-7.73283,45.0,-14.32
ZINC19941633,318.52,200.299,57.1999,61.0209,57.0,-16.17
ZINC14543535,318.545,297.564,4.0678,16.9132,66.0,-14.530000000000001
ZINC25356948,318.559,308.643,-4.5988,14.515,57.0,-18.32
ZINC02202238,318.57,124.236,45.3821,148.951,90.0,-17.94
ZINC09015506,318.593,327.427,-5.35313,-3.48116,48.0,-13.24
ZINC20667985,318.716,330.029,-8.11952,-3.19332,60.0,-16.1
ZINC25004964,318.729,249.092,0.0740509,69.5633,78.0,-20.27
ZINC16026822,318.747,233.879,-6.0857,90.9537,75.0,-15.860000000000001
ZINC14566381,318.79,328.161,-4.98861,-4.38201,72.0,-17.45
ZINC23488257,318.861,325.092,-3.36188,-2.86944,27.0,-13.73
ZINC21326306,318.864,188.364,25.635,104.865,63.0,-15.15
ZINC00718631,318.902,251.209,34.2243,33.4693,24.0,-11.94
ZINC04870989,318.944,233.254,29.9739,55.7165,63.0,-21.22
ZINC16923173,318.949,233.729,39.1611,46.0591,45.0,-12.09
ZINC09878893,319.052,326.759,-6.5286,-1.17759,36.0,-10.47
ZINC28132328,319.056,239.915,-3.50817,82.6488,54.0,-16.82
ZINC31467281,319.088,313.247,-2.97584,8.81717,72.0,-11.4
ZINC12600967,319.161,330.239,-3.24108,-7.83704,45.0,-15.58
ZINC30746251,319.172,320.195,2.89042,-3.91329,36.0,-10.85
ZINC20912340,319.199,325.678,-5.35925,-1.11941,42.0,-16.13
ZINC14656591,319.201,269.926,46.186,3.08886,48.0,-13.540000000000001
ZINC16012790,319.229,185.321,0.415176,133.492,45.0,-14.23
ZINC31904325,319.283,266.713,34.3077,18.2619,54.0,-11.38
ZINC00695485,319.29,225.806,47.5736,45.9109,57.0,-9.88
ZINC31855696,319.299,313.32,4.37622,1.60261,36.0,-16.26
ZINC17967785,319.302,218.182,18.9027,82.2172,84.0,-13.06
ZINC02940448,319.323,311.078,6.77528,1.46946,48.0,-17.52
ZINC04840135,319.374,32.7598,-1.68145,288.295,39.0,-18.580000000000002
ZINC29976590,319.511,157.358,2.37323,159.779,30.0,-19.8
ZINC04899398,319.573,125.314,109.052,85.2069,54.0,-14.25
ZINC13594654,319.585,329.631,-3.35295,-6.69388,45.0,-11.06
ZINC25217495,319.588,329.07,-0.690762,-8.7906,54.0,-20.1
ZINC28788404,319.615,239.313,84.2262,-3.9249,42.0,-16.97
ZINC30550114,319.616,75.5418,9.60123,234.472,54.0,-13.92
ZINC28726390,319.69,310.257,3.61656,5.81679,42.0,-10.18
ZINC05842609,319.732,164.495,-3.11532,158.352,42.0,-10.36
ZINC30741891,319.758,319.102,1.45142,-0.795934,33.0,-13.040000000000001
ZINC00672798,319.761,301.735,-4.80314,22.8292,48.0,-15.46
ZINC24098964,319.798,325.512,-0.518448,-5.19531,45.0,-14.3
ZINC11874194,319.844,294.685,24.2741,0.885366,33.0,-15.69
BDB13916,319.862,154.918,80.9948,83.949,24.0,-9.67
ZINC02794487,319.893,231.57,0.995394,87.3276,33.0,-17.21
ZINC09006181,319.916,145.521,-1.35705,175.752,54.0,-16.16
ZINC27605261,319.997,329.954,-4.49145,-5.46543,45.0,-16.22
ZINC25665353,320.01,271.438,48.5571,0.0140481,45.0,-5.91
ZINC13494871,320.099,334.63,-7.73789,-6.79365,69.0,-17.13
ZINC31066901,320.193,146.076,7.41513,166.702,63.0,-11.42
ZINC15693133,320.224,288.369,-1.62548,33.4806,51.0,-15.73
ZINC31874377,320.238,177.948,-3.95408,146.244,36.0,-15.71
ZINC04899398,320.25,124.624,102.046,93.5802,54.0,-13.49
ZINC18655073,320.279,257.071,22.8146,40.3932,24.0,-18.1
ZINC21326306,320.35,275.072,26.0526,19.2251,27.0,-15.700000000000001
ZINC28222919,320.389,236.108,-7.3658,91.6465,75.0,-13.16
ZINC01100260,320.463,152.011,33.7238,134.728,54.0,-12.0
ZINC07344925,320.47,112.665,-3.08612,210.891,48.0,-17.71
ZINC09509020,320.475,286.679,16.3481,17.4482,78.0,-19.48
ZINC22261190,320.516,251.917,25.9112,42.6877,78.0,-15.47
ZINC11363922,320.654,321.103,-1.26067,0.811642,42.0,-12.290000000000001
ZINC24296899,320.686,148.52,9.6559,162.511,36.0,-14.51
ZINC30509939,320.7,237.133,29.9774,53.5891,51.0,-11.38
ZINC26764358,320.709,326.817,-1.10324,-5.00439,21.0,-11.83
ZINC18811785,320.725,324.943,-0.508358,-3.70966,30.0,-11.700000000000001
ZINC13647785,320.757,99.7593,-0.81631,221.814,39.0,-8.92
ZINC26617169,320.811,335.521,-6.96211,-7.74748,45.0,-13.870000000000001
ZINC23298889,320.815,328.101,-6.77075,-0.515598,39.0,-12.63
ZINC01290250,320.877,255.215,26.6473,39.0142,39.0,-16.19
ZINC02300986,320.903,329.109,-1.56059,-6.64554,27.0,-14.200000000000001
ZINC24274192,320.947,114.064,1.49449,205.388,66.0,-12.89
ZINC30509939,320.98,302.703,30.2706,-11.9941,48.0,-12.36
ZINC23231772,320.998,325.662,0.590693,-5.25475,33.0,-14.27
ZINC31670769,321.006,311.074,-3.97229,13.9039,36.0,-14.51
ZINC09948922,321.009,327.344,-7.09899,0.764184,54.0,-13.0
ZINC30898684,321.049,324.678,-1.74668,-1.88218,36.0,-15.4
ZINC20717172,321.089,218.983,107.657,-5.55031,45.0,-12.88
ZINC22633488,321.133,267.245,11.6989,42.1897,69.0,-18.02
BDB5451,321.147,305.027,7.52782,8.59221,21.0,-14.25
ZINC23352832,321.15,326.298,-1.15364,-3.99426,42.0,-10.88
ZINC30749136,321.166,228.371,2.56592,90.2291,45.0,-12.85
ZINC26880181,321.177,306.589,3.96994,10.6181,39.0,-18.38
ZINC10197754,321.18,264.883,31.9438,24.3539,60.0,-12.790000000000001
ZINC15190104,321.22,258.226,-1.03167,64.0261,45.0,-14.93
ZINC08767159,321.236,314.082,-1.61598,8.76969,72.0,-13.99
ZINC16644882,321.237,207.554,-4.03822,117.721,45.0,-15.25
ZINC31148075,321.273,294.759,20.6347,5.87985,66.0,-15.450000000000001
ZINC30600562,321.311,199.219,-1.89589,123.987,42.0,-16.26
ZINC24614822,321.316,327.018,-1.96895,-3.73315,36.0,-15.44
BDB5460,321.362,321.531,-7.01694,6.84758,66.0,-20.91
ZINC02956599,321.363,258.6,-10.6848,73.448,54.0,-14.38
ZINC30985884,321.387,304.557,12.5466,4.2841,60.0,-15.57
ZINC13998157,321.39,302.385,0.765837,18.2391,60.0,-19.01
ZINC24614822,321.393,316.836,-3.2248,7.78153,30.0,-15.05
ZINC19854444,321.507,277.863,22.4707,21.1733,27.0,-16.43
ZINC03376318,321.518,245.521,84.0817,-8.08464,75.0,-14.23
ZINC20424555,321.54,279.073,50.5396,-8.07166,66.0,-13.280000000000001
ZINC28368352,321.612,315.975,4.11962,1.51651,30.0,-15.32
ZINC12570106,321.622,96.2777,92.1266,133.218,48.0,-16.3
ZINC22037470,321.627,161.18,112.384,48.0628,57.0,-16.27
ZINC22179703,321.654,326.104,-3.57117,-0.878922,45.0,-11.78
ZINC11220330,321.672,268.513,7.4876,45.6715,45.0,-11.48
ZINC26697514,321.733,327.18,-5.44723,0,45.0,-9.83
ZINC28250348,321.737,288.214,-3.68254,37.2061,69.0,-13.67
ZINC21006552,321.765,255,32.5588,34.2064,42.0,-11.44
ZINC22842861,321.802,350.77,-13.4394,-15.5293,48.0,-10.97
ZINC04743451,321.824,331.68,-2.80963,-7.04628,18.0,-13.870000000000001
ZINC07719367,321.847,178.272,65.0658,78.5087,30.0,-16.84
ZINC29311214,321.875,331.759,-3.29373,-6.59083,54.0,-11.28
ZINC04739826,321.997,107.667,98.5875,115.742,42.0,-10.08
ZINC30594800,322.002,327.365,-1.08636,-4.27667,48.0,-16.62
ZINC06009404,322.019,264.209,21.5683,36.2419,36.0,-12.82
ZINC28777199,322.067,292.02,-2.75824,32.8054,48.0,-12.120000000000001
ZINC20011291,322.075,329.603,-4.90397,-2.62386,48.0,-14.450000000000001
ZINC09541466,322.13,325.217,-1.84541,-1.24149,30.0,-14.25
ZINC23352832,322.193,302.155,23.5443,-3.50618,45.0,-16.91
ZINC08817508,322.259,163.399,80.6908,78.1686,51.0,-16.28
ZINC28477336,322.272,195.725,1.26802,125.279,57.0,-16.79
ZINC19953225,322.304,230.947,-1.66732,93.0249,30.0,-12.8
ZINC31750020,322.364,194.849,40.3678,87.147,54.0,-16.88
ZINC25245897,322.369,129.229,102.968,90.1726,78.0,-15.71
ZINC12653493,322.459,238.569,-5.35601,89.2462,60.0,-15.1
ZINC08893836,322.54,122.388,196.926,3.22519,69.0,-17.38
ZINC31257205,322.54,320.133,0.846861,1.55985,45.0,-14.870000000000001
ZINC30623883,322.554,337.226,-3.43484,-11.2365,24.0,-18.89
ZINC21161956,322.597,120.26,9.839,192.498,75.0,-15.33
ZINC09948922,322.627,315.592,-3.64444,10.6801,51.0,-12.26
ZINC07759675,322.634,195.21,50.6154,76.8086,48.0,-11.71
ZINC24614822,322.692,187.328,8.37618,126.987,69.0,-11.47
ZINC23189181,322.722,323.58,2.14934,-3.00684,27.0,-12.620000000000001
ZINC27450238,322.772,314.313,4.20893,4.25101,39.0,-12.73
ZINC31516853,322.779,200.066,-3.06435,125.777,51.0,-14.280000000000001
BDB5443,322.825,255.606,-1.21828,68.4378,60.0,-14.69
ZINC25665353,322.826,142.486,77.626,102.714,39.0,-18.69
ZINC01961255,322.84,78.4342,3.23216,241.173,63.0,-15.36
